video_id,label,modality,background_music,static_image,voice_over
-JTbHL7OKf0_000052,coyote howling,V,False,False,False
-JUBdOr8Hes_000030,playing accordion,AV,False,False,False
-JzMCtGCh4o_000000,frog croaking,A,False,False,True
-K-ccLMFE5M_000245,people marching,AV,False,False,False
-K-ccLMFE5M_000259,people marching,AV,False,False,False
-K1BRF6qng8_000030,female singing,AV,False,False,False
-KBH8YmHR-0_000050,snake rattling,A,False,False,False
-KTabIWnPSg_000021,rapping,AV,False,False,False
-KqXcm-I2zY_000087,playing tennis,AV,False,False,True
-KqXcm-I2zY_000162,playing tennis,AV,False,False,False
-Lmibx_Iu_E_000173,tractor digging,AV,False,False,False
-Lv13WPa4xk_000170,airplane,AV,False,False,True
-Lv13WPa4xk_000170,airplane flyby,AV,False,False,True
-LxtesAXWIU_000032,sea waves,AV,False,False,False
-LxtesAXWIU_000042,sea waves,AV,False,False,False
-M6K3QoHh40_000030,people shuffling,V,True,False,False
-M7ZNV6gLo0_000310,bird squawking,AV,False,False,True
-M7ZNV6gLo0_000310,"female speech, woman speaking",AV,False,False,True
-M7ZNV6gLo0_000310,"railroad car, train wagon",V,False,False,True
-MIwX2AaUas_000158,chopping food,AV,False,False,True
-N00SskHxS4_000529,playing bugle,AV,False,False,False
-NCa3eFLULw_000221,dinosaurs bellowing,AV,False,False,True
-NRx0SBMjo0_000024,pumping water,AV,False,False,False
-O4W3NA5-uA_000150,playing tennis,AV,False,False,False
-OAyRsvFGgc_000030,tapping guitar,AV,True,False,False
-OEJFMpQ-ko_000159,"child speech, kid speaking",AV,False,False,True
-OEJFMpQ-ko_000159,"female speech, woman speaking",A,False,False,True
-OEJFMpQ-ko_000159,playing darts,AV,False,False,True
-OJzsMV1G1A_000061,chopping wood,A,False,False,False
-OxoxrlzLXA_000045,roller coaster running,AV,False,False,False
-PvlrLjIAYo_000009,parrot talking,AV,False,False,False
-Q_UXiwWR_c_000030,car engine starting,AV,True,False,True
-Q_UXiwWR_c_000030,car passing by,AV,True,False,True
-Q_UXiwWR_c_000030,"engine accelerating, revving, vroom",AV,True,False,True
-Q_UXiwWR_c_000030,male singing,A,True,False,True
-Q_UXiwWR_c_000030,"male speech, man speaking",AV,True,False,True
-Q_UXiwWR_c_000030,playing drum kit,A,True,False,True
-Q_UXiwWR_c_000030,playing synthesizer,A,True,False,True
-Q_UXiwWR_c_000030,rapping,A,True,False,True
-Qowmc0P9ic_000034,playing bass drum,AV,True,False,False
-QsPqh8Kyrc_000170,people running,V,False,False,False
-R4Vw5lNMPM_000010,playing trombone,A,True,True,False
-RBs9pPhHY8_000030,fire truck siren,A,False,False,False
-RO4IF8Qv3c_000369,playing darts,AV,False,False,True
-RUvAmkAcgw_000707,slot machine,AV,True,False,False
-S-TDT5oq0Q_000290,cattle mooing,A,False,False,False
-SWaCArvQug_000021,opening or closing drawers,AV,True,False,False
-T8L4SVm3u0_000001,footsteps on snow,A,False,True,False
-T8zbMNxdcw_000207,swimming,AV,False,False,False
-Tok_g_jgE0_000268,rope skipping,AV,False,False,False
-USpijVx_aI_000200,thunder,A,False,False,True
-V9U5F14AVY_000040,pumping water,AV,False,False,False
-VevyIayGM0_000000,playing volleyball,AV,True,False,False
-Vo4CAMX26U_000030,playing didgeridoo,AV,False,False,False
-WVmsxGujF0_000052,spraying water,AV,False,False,False
-Wd5YV97ftU_000320,skidding,AV,True,False,True
-Wsuo4VDwfE_000030,chopping wood,AV,False,False,False
-XwtCzUaN1I_000160,playing cymbal,V,False,False,False
-XxUW9gW6mc_000060,wind rustling leaves,AV,False,False,False
-Y-J_aNii3c_000021,people running,V,True,True,False
-Y-UegG9tLw_000043,playing cornet,AV,False,False,False
-Y-UegG9tLw_000282,playing cornet,AV,False,False,False
-Y8sJDoL1YA_000015,playing gong,AV,False,True,False
-YfaQljuwwA_000030,horse clip-clop,AV,False,False,False
-YwPSwhe2jo_000030,people shuffling,AV,True,False,False
-Z1ZSWDouUU_000030,"motorboat, speedboat acceleration",AV,True,False,False
-ZSgg6jFUd8_000688,people eating crisps,AV,False,False,False
-_f_ClsDxyc_000080,playing clarinet,A,True,True,False
-_umX4zgLVY_000028,lions growling,AV,False,False,False
-_yRmyG71Z0_000036,woodpecker pecking tree,V,False,False,False
-aK9JKAGme0_000041,cheetah chirrup,A,False,False,False
-aK9JKAGme0_000051,"bird chirping, tweeting",A,False,False,True
-aK9JKAGme0_000051,car engine idling,AV,False,False,True
-aK9JKAGme0_000051,car engine starting,A,False,False,True
-aK9JKAGme0_000051,cheetah chirrup,AV,False,False,True
-aK9JKAGme0_000051,"engine accelerating, revving, vroom",A,False,False,True
-aK9JKAGme0_000051,people whispering,A,False,False,True
-aK9JKAGme0_000051,wind noise,A,False,False,True
-aOxR6ILsw8_000000,car engine starting,A,False,False,False
-aUJLRXkj-Y_000118,children shouting,AV,True,False,False
-aXWYfAdovc_000230,"bee, wasp, etc. buzzing",AV,False,False,True
-b42018ceoE_000078,striking pool,AV,False,False,True
-bJPDtT31p0_000100,playing drum kit,A,True,True,False
-c6baaENcjA_000204,sea lion barking,AV,False,False,False
-cA9HsnV1ao_000030,hair dryer drying,A,False,True,False
-crF-0Z7l3o_000447,playing bassoon,AV,True,True,True
-ct58kOlLfs_000030,"motorboat, speedboat acceleration",AV,False,False,False
-d1KR2BSfHM_000065,squishing water,AV,False,False,False
-dRucPKqTFc_000007,people slapping,AV,True,True,True
-e4wXAy1iVo_000000,playing ukulele,AV,False,False,False
-f1DNyngKVY_000030,playing sitar,A,True,True,False
-fAGzY9rnaA_000030,"female speech, woman speaking",A,False,False,True
-fAVezaAX18_000126,playing drum kit,AV,False,False,False
-fJsZm3YRc0_000030,reversing beeps,A,False,False,False
-fP3n8D3sD4_000020,hair dryer drying,AV,True,False,False
-fPdOa99Iwg_000030,people sniggering,AV,False,False,False
-fTfRh0_RQ4_000030,car passing by,AV,False,True,False
-fmmdkXn5YA_000210,people belly laughing,AV,False,False,False
-fz6omiAhZ8_000040,"vehicle horn, car horn, honking",A,False,False,False
-g-GjgEq8l4_000017,yodelling,AV,False,False,False
-gCqnkIUmp0_000140,people babbling,AV,True,False,False
-gSfPQqi6nI_000030,cat meowing,AV,False,False,False
-gYMAfoDgu0_000705,"race car, auto racing",AV,False,False,False
-galdW8VGEQ_000143,snake rattling,A,False,False,False
-gz_moHFwl4_000016,horse neighing,AV,False,False,True
-h5ZGw9Ci5c_000450,playing drum kit,A,True,False,False
-hA3ZkfDz30_000500,vacuum cleaner cleaning floors,AV,False,False,True
-hJ1YTZ5AGI_000030,male singing,A,True,False,False
-hSwZyPPJTc_000075,fox barking,AV,False,False,False
-hYRFCQdbLg_000030,playing steelpan,AV,True,False,False
-hb5BJ9xxBQ_000062,bowling impact,AV,False,False,True
-hb5BJ9xxBQ_000062,striking bowling,AV,False,False,True
-hedbpc8T0E_000030,people babbling,AV,False,False,False
-hfAbHHlj44_000030,people crowd,A,False,False,False
-hss7xpzIVc_000030,male singing,AV,True,False,False
-iF4a6f5PJ8_000000,pheasant crowing,AV,False,False,False
-inB65exXFU_000030,firing cannon,AV,False,False,False
-jA7nRwQp_E_000030,orchestra,AV,False,False,False
-jVXNEvUJss_000259,playing table tennis,AV,False,False,False
-jZENGDFArw_000080,"child speech, kid speaking",AV,False,False,False
-jaY3LS3Dv0_000030,"child speech, kid speaking",AV,False,False,True
-kPDH9n0PG4_000310,"railroad car, train wagon",AV,False,False,False
-kWlE2dkoxc_000170,vacuum cleaner cleaning floors,AV,False,False,False
-kZVoaYYU6o_000000,driving buses,V,False,False,False
-l-E3kyNcag_000150,playing french horn,AV,False,False,False
-lJctvybAJ8_000030,playing vibraphone,AV,False,False,False
-mKtgDnG0oM_000030,female singing,AV,False,False,False
-miI_C3At4Y_000104,playing badminton,AV,True,False,False
-nDPmlHReow_000060,people crowd,A,False,False,False
-nJbGyPg6BY_000060,"female speech, woman speaking",AV,True,False,False
-nJbGyPg6BY_000060,"male speech, man speaking",AV,True,False,False
-nJbGyPg6BY_000060,people booing,A,True,False,False
-nJbGyPg6BY_000060,people cheering,A,True,False,False
-nJbGyPg6BY_000060,people clapping,AV,True,False,False
-nJbGyPg6BY_000060,people crowd,A,True,False,False
-nJbGyPg6BY_000060,people whistling,A,True,False,False
-nQ9a0P1TlY_000023,child singing,AV,False,False,False
-na-0NBG5Ow_000001,frog croaking,AV,False,False,False
-nj0HaLz2N4_000023,playing hockey,AV,False,False,False
-nlkWWphiaM_000030,playing acoustic guitar,AV,False,False,False
-oGJwGEsIiA_000090,splashing water,AV,False,False,False
-oSzD8P2BtU_000030,reversing beeps,A,False,False,False
-ocADGlyaHc_000030,helicopter,AV,False,False,False
-pBFsYisTCM_000010,playing vibraphone,A,True,False,True
-qtYcqvW_oc_000330,orchestra,AV,False,True,False
-qxw8nbLj_0_000000,waterfall burbling,AV,False,False,False
-r-k-BvQbRM_000038,black capped chickadee calling,A,False,False,True
-r2-9oyIzkQ_000030,male singing,AV,True,False,False
-r4vbRkcndc_000128,sea waves,AV,False,False,False
-rTTPoBJNI4_000123,playing tambourine,AV,True,False,False
-rb6uia1wSo_000190,playing clarinet,AV,False,False,False
-rqhMzJRYoc_000030,people hiccup,A,False,False,False
-s5ZidRvnjQ_000250,singing bowl,A,False,False,False
-sbrgNGuWXE_000270,playing flute,AV,True,False,False
-spqqACI6UQ_000070,skateboarding,AV,False,False,True
-t-htrAtNvM_000030,reversing beeps,A,False,False,True
-tm7JvKYFcE_000042,bowling impact,AV,False,False,False
-tptsFSnu60_000235,hair dryer drying,AV,False,False,False
-uD3ZbhFTnk_000077,baltimore oriole calling,AV,False,False,False
-uD3ZbhFTnk_000077,"bird chirping, tweeting",AV,False,False,False
-uaTK8sa5Ms_000010,playing banjo,A,True,False,False
-ugSeFtSqhU_000134,playing shofar,A,True,True,False
-vBj0PZ1RF0_000009,people clapping,A,True,False,False
-vNGqcDA6oE_000020,scuba diving,AV,False,False,False
-w8maIWtnUk_000030,playing electric guitar,A,True,True,False
-wQ8El8J_dE_000030,sliding door,AV,False,False,True
-wi8kPVJLcw_000205,air conditioning noise,AV,False,False,True
-wnDAPcoPsk_000030,playing hammond organ,AV,True,False,False
-wwPo59cjuo_000334,people eating,AV,False,False,False
-wwPo59cjuo_000334,people eating apple,AV,False,False,False
-xQbyezhw_k_000040,hair dryer drying,AV,False,False,False
-xTVeti9VkQ_000018,bird squawking,AV,False,False,False
-xTVeti9VkQ_000018,magpie calling,AV,False,False,False
-yI3BN2OrO4_000352,mouse clicking,AV,False,False,True
-z3n74RK92U_000006,car engine knocking,AV,False,False,False
-z4OZ7ls5Bo_000540,playing ukulele,AV,False,False,True
-zCtwbk005g_000030,cat meowing,A,False,False,False
-zI7FN8cMIE_000130,"vehicle horn, car horn, honking",AV,False,False,False
-zIrltLewfc_000194,"bird chirping, tweeting",AV,False,False,False
-zIrltLewfc_000194,warbler chirping,AV,False,False,False
-zIrltLewfc_000194,wind noise,A,False,False,False
-zIrltLewfc_000194,wind rustling leaves,AV,False,False,False
-zSyfcXmHdk_001083,"ice cream truck, ice cream van",AV,False,False,False
-zgGL2o1jqw_000080,toilet flushing,AV,False,False,False
-ziWHyk_fYQ_000106,civil defense siren,AV,False,False,False
-zoQRlTGmt4_000111,bowling impact,AV,True,False,False
-zwjoyBo2s8_000285,"bird chirping, tweeting",A,False,True,False
-zwjoyBo2s8_000285,mynah bird singing,A,False,True,False
0-EgET9q3qE_000030,playing electronic organ,AV,True,False,False
0-jDld11jhw_000093,playing cornet,AV,True,False,False
0-jDld11jhw_000164,playing cornet,AV,True,False,False
007P6bFgRCU_000010,playing trumpet,AV,False,False,False
00KM53yZi2A_000030,printer printing,A,False,False,False
00QQLLcny14_000083,"electric shaver, electric razor shaving",AV,False,False,False
00cREXaIlnQ_000030,"rowboat, canoe, kayak rowing",AV,True,False,False
00wORCOKNHw_000014,horse clip-clop,AV,False,False,False
00z0M1DJyAw_000090,turkey gobbling,AV,False,False,False
014Rnl2xIZg_000483,squishing water,AV,False,False,False
015T7UQR0zQ_000066,people slapping,AV,True,False,False
01Iho7loxL0_000015,barn swallow calling,AV,True,True,True
01Iho7loxL0_000015,"bird chirping, tweeting",AV,True,True,True
01SaXyGY5SM_000030,cat caterwauling,A,True,True,True
01j_x89dowI_000481,hammering nails,A,False,False,False
01kxsUBtBZY_000100,"ice cream truck, ice cream van",AV,True,False,True
02Ak1eIyj3M_000030,ambulance siren,V,True,True,True
030h_KwNm-g_000003,sheep bleating,AV,False,False,True
0439dMJj-FY_000030,thunder,A,False,True,False
0474eRAlFLY_000030,playing bagpipes,AV,False,False,False
04QV0Xi5YTk_000030,playing zither,AV,False,False,False
04zBqiZ6M4w_000179,playing castanets,A,False,False,False
052VMqTM4Xs_000000,"donkey, ass braying",AV,False,False,False
05GsUEyThd8_000013,parrot talking,AV,False,False,False
05je2oOzmV0_000071,smoke detector beeping,AV,False,False,False
05uiW8xh5QU_000001,playing hockey,AV,False,False,False
064Ilsz8Fzg_000051,car engine starting,AV,False,False,False
07I7v5ISD7Y_000350,hair dryer drying,AV,True,False,False
07bi-w2VKeg_000035,footsteps on snow,A,False,True,False
08Cm_RuvHmk_000000,playing zither,AV,False,False,False
08mf5GxT820_000030,people shuffling,AV,True,False,False
09LqFbgwszg_000155,"heart sounds, heartbeat",AV,False,False,False
09NfjFeq2cs_000078,francolin calling,AV,False,False,False
09kqMqn5rWs_000260,"child speech, kid speaking",A,False,False,False
09pZj6CEvRw_000250,church bell ringing,AV,False,False,False
0B7fwvTtvLM_000000,basketball bounce,AV,False,False,False
0BCkxfdk6fk_000761,striking pool,AV,True,False,True
0BauNGmZtTU_000250,thunder,A,False,False,False
0Br877mW7_c_000010,blowtorch igniting,AV,False,False,False
0CA5CPHRXDc_000000,mosquito buzzing,AV,False,False,False
0CEsVHHkwww_000030,driving snowmobile,AV,True,False,False
0CQnnJq9xn0_000075,tap dancing,AV,False,False,True
0CTgEP0SIVg_000010,"bird chirping, tweeting",A,False,False,False
0CbBZ-XeZNU_000250,stream burbling,AV,False,False,False
0Cu33yBwAPg_000060,church bell ringing,AV,False,False,False
0CzC0-cXe8M_000030,lawn mowing,AV,False,False,False
0D8KognM4uY_000282,playing hockey,AV,False,False,False
0Dt2-TtqvJU_000030,child singing,AV,True,False,False
0E6KS8B6DMc_000540,playing bass drum,AV,False,True,False
0EOQco76eXQ_000030,playing bass guitar,AV,True,False,False
0F04c_rY4aw_000000,dog howling,AV,False,False,True
0FHSJnza9P8_000046,barn swallow calling,AV,False,False,False
0FHSJnza9P8_000046,"bird chirping, tweeting",AV,False,False,False
0G50t4FlbIA_000060,people screaming,AV,False,False,False
0GBi8uR4ZeM_000007,playing bassoon,AV,False,True,False
0H25ve3qts4_000001,door slamming,AV,True,False,True
0H2tR-oOvIY_000003,footsteps on snow,A,False,True,False
0H814XXq-WQ_000030,people crowd,AV,True,False,False
0HBJuYt2Eys_000032,disc scratching,AV,True,False,False
0HXYdGGKV2k_000030,playing banjo,AV,True,False,False
0HbhE91JB-k_000360,mosquito buzzing,A,True,False,False
0IqPUUWnnd8_000085,playing glockenspiel,AV,False,False,True
0Iy18mslB4A_000170,playing flute,AV,False,False,False
0IzhjqyDzt8_000000,church bell ringing,A,False,True,False
0J_TdiZ3TKA_000030,male singing,A,True,True,False
0JkiTl-4B5E_000017,playing oboe,AV,False,False,False
0K92tp-4GEk_000108,bathroom ventilation fan running,AV,False,False,False
0K92tp-4GEk_000108,running electric fan,AV,False,False,False
0KOPvSUlNjI_000180,playing bagpipes,AV,False,False,False
0LY5zuRlIac_000000,playing cymbal,AV,False,False,False
0LwSy-xZSPw_000112,male singing,AV,True,False,False
0MU2SG5ME1E_000016,fox barking,AV,False,False,False
0N0C0Wbe6AI_000030,police car (siren),AV,False,True,False
0N3-lCzOQPI_000000,frog croaking,AV,False,False,False
0N6S5OoG7Vg_000150,wind noise,A,False,False,False
0N9EN0BEjP0_000430,driving buses,AV,False,False,False
0NIE-eDk92M_000029,playing congas,AV,True,True,True
0NQXsEwBqAk_000136,tractor digging,AV,False,False,True
0NZQRllfNhE_000140,"bird chirping, tweeting",A,False,True,False
0NZQRllfNhE_000140,mynah bird singing,A,False,True,False
0O4_CpR6azM_000091,volcano explosion,A,False,False,False
0O5xrYEZlSM_000456,"heart sounds, heartbeat",A,False,False,False
0OH28bnOdEE_000058,people gargling,AV,False,False,False
0OLYyjqNdn4_000352,train whistling,AV,False,False,False
0OY8XXZ98rw_000030,male singing,A,True,True,False
0Olm321vgk8_000030,male singing,AV,True,False,False
0OyVe-lZS64_000037,alarm clock ringing,A,True,False,False
0PHUQku2P5I_000050,singing choir,A,True,False,False
0PKdFG3iB8w_000430,playing tabla,AV,False,False,False
0QPuoCmYU60_000010,car engine idling,AV,True,True,False
0QSPtpp1HN8_000030,playing hammond organ,AV,False,False,False
0QabiRBcEKc_000050,"male speech, man speaking",A,False,False,False
0R85JknaH-w_000090,splashing water,AV,False,False,True
0RHZd1P_H2s_000240,"bird chirping, tweeting",A,False,False,False
0RHZd1P_H2s_000240,canary calling,A,False,False,False
0RJa3t8qZS4_000030,rapping,AV,True,False,False
0RKgmvzhBA4_000040,chicken clucking,AV,False,False,False
0RZRFj7zDnQ_000030,playing cello,AV,False,False,False
0Rjyih3W0Is_000000,playing flute,A,True,True,False
0Rqa18lmDtw_000153,driving motorcycle,AV,False,False,False
0SnjS2w_c80_000520,playing didgeridoo,A,True,False,False
0T39A4knSu4_000025,elephant trumpeting,A,False,False,True
0T39A4knSu4_000057,elephant trumpeting,AV,True,False,True
0T39A4knSu4_000057,"female speech, woman speaking",A,True,False,True
0T39A4knSu4_000057,people screaming,A,True,False,True
0T39A4knSu4_000057,playing drum kit,A,True,False,True
0T966F09Q_8_000000,playing oboe,AV,False,False,False
0TSOlaZXXM8_000080,playing bass guitar,AV,False,False,False
0TV9zvfwFhs_000030,male singing,A,True,True,False
0TuhcsOwEEs_000064,skiing,AV,False,False,False
0U7mQ5GYMX8_000300,playing tabla,A,True,False,False
0U9_6RyH3_M_000030,mouse squeaking,AV,False,False,False
0UEWX-2epho_000269,rope skipping,AV,True,False,False
0UF1FHDPM1A_000030,people sniggering,AV,False,False,False
0UJpeR9-ayg_000213,lathe spinning,AV,True,False,False
0UeEkqkZmvo_000160,playing acoustic guitar,AV,False,False,False
0UeEkqkZmvo_000160,playing bass guitar,AV,False,False,False
0UeEkqkZmvo_000160,playing cymbal,AV,False,False,False
0UeEkqkZmvo_000160,playing drum kit,AV,False,False,False
0UeEkqkZmvo_000160,playing electric guitar,AV,False,False,False
0UeEkqkZmvo_000160,playing snare drum,AV,False,False,False
0UeEkqkZmvo_000160,playing washboard,AV,False,False,False
0VW4nelMODc_000259,swimming,AV,False,False,False
0VW4nelMODc_000271,swimming,AV,False,False,False
0W1En_XsDnM_000000,people burping,AV,False,False,False
0W1sNicXboU_000060,splashing water,AV,True,False,True
0W_wPc-zV3I_000101,hedge trimmer running,AV,False,False,False
0Wkk9iNzA9c_000030,dog growling,AV,False,False,False
0XDEooC1h7s_000000,cattle mooing,AV,False,False,False
0XDEooC1h7s_000000,cow lowing,AV,False,False,False
0XFFOBzJ3aw_000120,playing flute,A,True,False,False
0XxinBtKouQ_000030,playing banjo,AV,False,False,False
0Y8TTBlRKkQ_000330,waterfall burbling,AV,False,False,False
0YIWrXgCjiM_000030,singing choir,AV,True,False,False
0YIyGEM0yG0_000550,train wheels squealing,A,False,False,False
0YTieIiZNN4_000010,machine gun shooting,AV,False,False,False
0YiyCktu7bs_000001,golf driving,AV,False,True,False
0Z760XNy4VM_000030,mouse squeaking,AV,False,False,True
0Zm0ti8edsQ_000263,car engine idling,A,False,False,True
0ZxpQ87jdgQ_000037,cattle mooing,AV,False,False,True
0ZxpQ87jdgQ_000037,cow lowing,AV,False,False,True
0_8-g2rof7E_000049,"heart sounds, heartbeat",AV,False,False,False
0_9-dbUW0hU_000030,playing theremin,AV,True,False,False
0_B2YnBAz3A_000220,people sneezing,AV,False,False,False
0_FFqLukmHk_000080,people sneezing,A,False,True,False
0_O6nVfnCH8_000210,splashing water,AV,False,False,False
0a264PE9qEY_000024,playing cornet,AV,False,True,False
0aJZPu-3anY_000022,plastic bottle crushing,AV,False,False,False
0aaLWD7TUSU_000030,"rowboat, canoe, kayak rowing",AV,False,False,True
0apGJGFHQO4_000067,"playing violin, fiddle",AV,False,False,False
0bBJkY4_zs8_000033,elk bugling,A,False,False,False
0bJgHzGSqK0_000002,sloshing water,AV,False,False,False
0c78GAZ0jLY_000005,child singing,A,False,False,False
0cNYPgD6cEA_000030,male singing,AV,False,False,False
0dC1f6bdyr4_000142,yodelling,AV,False,False,False
0dC6Ay0oqWk_000030,playing zither,A,True,True,False
0dUL0EweBEY_000387,plastic bottle crushing,AV,False,False,True
0dUL0EweBEY_000423,plastic bottle crushing,AV,False,False,True
0eA2QcSRgh0_000053,dog baying,AV,False,False,False
0eA2QcSRgh0_000063,dog baying,AV,False,False,True
0eDN0YmnJRY_000002,cheetah chirrup,AV,False,False,False
0eTrzI5-ong_000030,playing zither,AV,False,False,False
0eZHWqzsRqU_000005,elk bugling,A,False,True,False
0f0Rq7e5yX8_000160,sloshing water,AV,False,False,True
0f2Q2J0AwQQ_000377,scuba diving,AV,False,False,False
0fDDlf0Mrp8_000782,swimming,AV,False,False,False
0foC-4n-eH0_000000,sliding door,AV,False,False,False
0fqtA_ZBn_8_000030,playing sitar,A,True,True,False
0g-KosNgMYA_000070,"railroad car, train wagon",AV,True,False,False
0g4SlqjORM4_000080,playing french horn,A,True,True,False
0g_-KI5NZ-E_000030,people whistling,AV,True,False,False
0glBUluF4Yk_000175,fox barking,AV,False,False,False
0hOD_iIeePk_000030,car engine starting,AV,False,False,False
0hWIKYNSEPE_000080,playing bagpipes,A,False,False,False
0hdkmTWLnw8_000042,playing darts,AV,True,False,False
0he6VV5Y9Bg_000030,"bird chirping, tweeting",A,False,False,True
0he6VV5Y9Bg_000030,cricket chirping,AV,False,False,True
0he6VV5Y9Bg_000030,"male speech, man speaking",A,False,False,True
0hfU27A6tus_000070,playing banjo,AV,False,False,False
0iX0QmnbrK4_000085,playing trombone,AV,False,False,False
0iiwZ2_9Vi8_000090,people coughing,AV,False,False,False
0izHOfrwPn4_000180,"bird chirping, tweeting",AV,True,False,False
0izHOfrwPn4_000180,bird squawking,AV,True,False,False
0izHOfrwPn4_000180,duck quacking,AV,True,False,False
0izHOfrwPn4_000180,"male speech, man speaking",AV,True,False,False
0izHOfrwPn4_000180,playing drum kit,A,True,False,False
0izHOfrwPn4_000180,playing electric guitar,A,True,False,False
0izHOfrwPn4_000180,playing piano,A,True,False,False
0izHOfrwPn4_000180,playing trumpet,A,True,False,False
0ju5RWqEwGQ_000033,playing darts,AV,False,False,True
0ju5RWqEwGQ_000108,playing darts,AV,False,False,True
0jy-sVREk4o_000030,horse clip-clop,AV,False,False,False
0kK-PnupAow_000086,opening or closing car doors,AV,False,False,False
0kK-PnupAow_000086,wind noise,A,False,False,False
0kQkVbOikzQ_000004,airplane,AV,False,False,False
0kQkVbOikzQ_000004,airplane flyby,AV,False,False,False
0kqQNBR09Rc_000090,skidding,AV,True,False,False
0lPcHRhXlWk_000030,driving buses,AV,False,False,False
0loP4WNnL2k_000000,"subway, metro, underground",AV,False,True,False
0m9-5BkL4Mc_000030,child singing,AV,True,False,False
0mNvPaqfwUI_000220,"railroad car, train wagon",AV,False,False,False
0n56ajMNoMA_000118,driving snowmobile,AV,False,False,False
