id,label,modality,original,labeler_0,labeler_1,labeler_2,labeler_3
0UeEkqkZmvo_000160,playing washboard,audible,True,True,True,True,True
0UeEkqkZmvo_000160,playing washboard,visible,True,True,True,True,True
0he6VV5Y9Bg_000030,"bird chirping, tweeting",audible,False,,,,True
0he6VV5Y9Bg_000030,"bird chirping, tweeting",visible,False,,,,False
0he6VV5Y9Bg_000030,cricket chirping,audible,True,True,True,True,True
0he6VV5Y9Bg_000030,cricket chirping,visible,True,True,False,False,True
0he6VV5Y9Bg_000030,"male speech, man speaking",audible,False,True,True,True,True
0he6VV5Y9Bg_000030,"male speech, man speaking",visible,False,False,False,False,False
0izHOfrwPn4_000180,"bird chirping, tweeting",audible,False,True,True,True,True
0izHOfrwPn4_000180,"bird chirping, tweeting",visible,False,True,False,False,False
0izHOfrwPn4_000180,duck quacking,audible,True,True,False,True,True
0izHOfrwPn4_000180,duck quacking,visible,True,True,False,False,False
0izHOfrwPn4_000180,"male speech, man speaking",audible,False,,True,True,True
0izHOfrwPn4_000180,"male speech, man speaking",visible,False,,True,True,True
0izHOfrwPn4_000180,playing drum kit,audible,False,,,True,
0izHOfrwPn4_000180,playing drum kit,visible,False,,,False,
0izHOfrwPn4_000180,playing electric guitar,audible,False,,,True,
0izHOfrwPn4_000180,playing electric guitar,visible,False,,,False,
0izHOfrwPn4_000180,playing piano,audible,False,,True,,
0izHOfrwPn4_000180,playing piano,visible,False,,False,,
0izHOfrwPn4_000180,playing trumpet,audible,False,,True,True,
0izHOfrwPn4_000180,playing trumpet,visible,False,,False,False,
0kK-PnupAow_000086,opening or closing car doors,audible,True,True,True,True,True
0kK-PnupAow_000086,opening or closing car doors,visible,True,True,True,True,True
0kK-PnupAow_000086,wind noise,audible,False,,,True,True
0kK-PnupAow_000086,wind noise,visible,False,,,False,False
0q6GOUn_dhU_000066,orchestra,audible,False,,,True,True
0q6GOUn_dhU_000066,orchestra,visible,False,,,True,True
0q6GOUn_dhU_000066,playing castanets,audible,True,True,True,True,True
0q6GOUn_dhU_000066,playing castanets,visible,True,True,True,True,True
0q6GOUn_dhU_000066,playing cello,audible,False,,,True,
0q6GOUn_dhU_000066,playing cello,visible,False,,,False,
0q6GOUn_dhU_000066,playing flute,audible,False,,,True,
0q6GOUn_dhU_000066,playing flute,visible,False,,,False,
0q6GOUn_dhU_000066,playing tambourine,audible,False,,,True,
0q6GOUn_dhU_000066,playing tambourine,visible,False,,,False,
0q6GOUn_dhU_000066,playing trombone,audible,False,,,True,
0q6GOUn_dhU_000066,playing trombone,visible,False,,,False,
0q6GOUn_dhU_000066,"playing violin, fiddle",audible,False,True,True,True,True
0q6GOUn_dhU_000066,"playing violin, fiddle",visible,False,True,True,True,True
10aBef0Ghkc_000040,playing piano,audible,True,True,True,True,True
10aBef0Ghkc_000040,playing piano,visible,True,True,True,True,True
14lBeX_dOHU_000234,"bird chirping, tweeting",audible,False,True,True,True,True
14lBeX_dOHU_000234,"bird chirping, tweeting",visible,False,True,True,True,True
14lBeX_dOHU_000234,canary calling,audible,True,True,True,True,True
14lBeX_dOHU_000234,canary calling,visible,True,True,True,True,True
14lBeX_dOHU_000234,people whispering,audible,False,,True,,
14lBeX_dOHU_000234,people whispering,visible,False,,False,,
1B-RuZgSqf8_000030,hail,audible,False,False,False,False,False
1B-RuZgSqf8_000030,hail,visible,False,False,False,False,False
1B-RuZgSqf8_000030,raining,audible,True,False,False,False,True
1B-RuZgSqf8_000030,raining,visible,True,False,False,False,True
1B-RuZgSqf8_000030,splashing water,audible,False,True,True,True,
1B-RuZgSqf8_000030,splashing water,visible,False,True,True,True,
1B-RuZgSqf8_000030,thunder,audible,False,False,False,False,False
1B-RuZgSqf8_000030,thunder,visible,False,False,False,False,False
1B-RuZgSqf8_000030,wind noise,audible,False,,,,True
1B-RuZgSqf8_000030,wind noise,visible,False,,,,False
1B-RuZgSqf8_000030,wind rustling leaves,audible,False,False,False,False,False
1B-RuZgSqf8_000030,wind rustling leaves,visible,False,False,False,False,False
1BivKH8w7Fo_000037,children shouting,audible,False,True,False,True,True
1BivKH8w7Fo_000037,children shouting,visible,False,False,False,False,True
1BivKH8w7Fo_000037,"female speech, woman speaking",audible,False,,,False,
1BivKH8w7Fo_000037,"female speech, woman speaking",visible,False,,,True,
1BivKH8w7Fo_000037,people booing,audible,False,True,False,False,False
1BivKH8w7Fo_000037,people booing,visible,False,False,False,False,False
1BivKH8w7Fo_000037,people cheering,audible,True,True,True,True,True
1BivKH8w7Fo_000037,people cheering,visible,True,False,False,False,True
1BivKH8w7Fo_000037,people crowd,audible,False,,,True,
1BivKH8w7Fo_000037,people crowd,visible,False,,,False,
1BivKH8w7Fo_000037,people screaming,audible,False,True,True,True,True
1BivKH8w7Fo_000037,people screaming,visible,False,False,False,False,True
1BivKH8w7Fo_000037,people whistling,audible,False,True,True,True,True
1BivKH8w7Fo_000037,people whistling,visible,False,False,False,False,True
1Isq_KJHriU_000016,dog barking,audible,False,True,,,
1Isq_KJHriU_000016,dog barking,visible,False,True,,,
1Isq_KJHriU_000016,dog baying,audible,True,True,True,True,True
1Isq_KJHriU_000016,dog baying,visible,True,True,True,True,True
1Isq_KJHriU_000016,dog bow-wow,audible,False,True,True,True,True
1Isq_KJHriU_000016,dog bow-wow,visible,False,True,True,True,True
1Isq_KJHriU_000016,dog growling,audible,False,True,True,False,True
1Isq_KJHriU_000016,dog growling,visible,False,True,True,False,True
1Isq_KJHriU_000016,dog whimpering,audible,False,False,False,True,True
1Isq_KJHriU_000016,dog whimpering,visible,False,False,False,True,True
1Isq_KJHriU_000016,"female speech, woman speaking",audible,False,,True,True,True
1Isq_KJHriU_000016,"female speech, woman speaking",visible,False,,False,False,False
1Isq_KJHriU_000016,people giggling,audible,False,,True,,
1Isq_KJHriU_000016,people giggling,visible,False,,False,,
1ON1iLkUPp8_000040,playing bass guitar,audible,False,,,True,
1ON1iLkUPp8_000040,playing bass guitar,visible,False,,,False,
1ON1iLkUPp8_000040,playing glockenspiel,audible,False,,,True,
1ON1iLkUPp8_000040,playing glockenspiel,visible,False,,,False,
1ON1iLkUPp8_000040,playing harp,audible,False,,False,,
1ON1iLkUPp8_000040,playing harp,visible,False,,False,,
1ON1iLkUPp8_000040,playing piano,audible,False,,True,,
1ON1iLkUPp8_000040,playing piano,visible,False,,False,,
1ON1iLkUPp8_000040,playing synthesizer,audible,False,,,True,
1ON1iLkUPp8_000040,playing synthesizer,visible,False,,,False,
1ON1iLkUPp8_000040,playing vibraphone,audible,True,True,True,False,True
1ON1iLkUPp8_000040,playing vibraphone,visible,True,False,False,False,False
1UNk699Uqto_000030,"bird chirping, tweeting",audible,False,True,True,True,True
1UNk699Uqto_000030,"bird chirping, tweeting",visible,False,True,True,True,True
1UNk699Uqto_000030,bird wings flapping,audible,False,,,True,
1UNk699Uqto_000030,bird wings flapping,visible,False,,,True,
1UNk699Uqto_000030,goose honking,audible,True,True,True,True,True
1UNk699Uqto_000030,goose honking,visible,True,True,True,True,True
1bbyaXEVouE_000030,female singing,audible,False,,True,True,True
1bbyaXEVouE_000030,female singing,visible,False,,True,True,True
1bbyaXEVouE_000030,fire crackling,audible,True,False,False,False,False
1bbyaXEVouE_000030,fire crackling,visible,True,False,False,False,False
1bbyaXEVouE_000030,singing choir,audible,False,True,True,True,True
1bbyaXEVouE_000030,singing choir,visible,False,True,True,True,True
1hrYIADPJ_w_000017,air conditioning noise,audible,True,True,True,True,True
1hrYIADPJ_w_000017,air conditioning noise,visible,True,True,False,True,True
1hrYIADPJ_w_000017,wind noise,audible,False,,True,True,True
1hrYIADPJ_w_000017,wind noise,visible,False,,True,False,False
21lu8Iaf9II_000060,"female speech, woman speaking",audible,False,,True,True,True
21lu8Iaf9II_000060,"female speech, woman speaking",visible,False,,True,True,True
21lu8Iaf9II_000060,people clapping,audible,False,True,True,True,True
21lu8Iaf9II_000060,people clapping,visible,False,True,True,True,True
21lu8Iaf9II_000060,people finger snapping,audible,True,True,True,True,True
21lu8Iaf9II_000060,people finger snapping,visible,True,True,True,True,True
28p0DrP3KgI_000021,chopping wood,audible,False,True,,,
28p0DrP3KgI_000021,chopping wood,visible,False,True,,,
28p0DrP3KgI_000021,electric grinder grinding,audible,True,False,True,True,True
28p0DrP3KgI_000021,electric grinder grinding,visible,True,False,True,True,True
28p0DrP3KgI_000021,"male speech, man speaking",audible,False,,True,True,True
28p0DrP3KgI_000021,"male speech, man speaking",visible,False,,False,False,True
28p0DrP3KgI_000021,people giggling,audible,False,,True,,
28p0DrP3KgI_000021,people giggling,visible,False,,False,,
2BMOGrFU_m8_000167,"bee, wasp, etc. buzzing",audible,False,True,True,True,True
2BMOGrFU_m8_000167,"bee, wasp, etc. buzzing",visible,False,True,True,True,True
2BMOGrFU_m8_000167,"bird chirping, tweeting",audible,False,,,True,
2BMOGrFU_m8_000167,"bird chirping, tweeting",visible,False,,,False,
2BMOGrFU_m8_000167,cricket chirping,audible,False,,,True,True
2BMOGrFU_m8_000167,cricket chirping,visible,False,,,False,False
2BMOGrFU_m8_000167,"fly, housefly buzzing",audible,True,True,True,False,False
2BMOGrFU_m8_000167,"fly, housefly buzzing",visible,True,False,True,False,False
2IEoe3YvCJo_000020,cat caterwauling,audible,True,True,True,False,True
2IEoe3YvCJo_000020,cat caterwauling,visible,True,True,True,False,True
2IEoe3YvCJo_000020,cat growling,audible,False,True,True,True,True
2IEoe3YvCJo_000020,cat growling,visible,False,True,True,True,True
2IEoe3YvCJo_000020,cat hissing,audible,False,True,False,False,True
2IEoe3YvCJo_000020,cat hissing,visible,False,True,False,False,True
2IEoe3YvCJo_000020,cat purring,audible,False,True,True,False,True
2IEoe3YvCJo_000020,cat purring,visible,False,True,True,False,True
2IEoe3YvCJo_000020,"male speech, man speaking",audible,False,,True,True,True
2IEoe3YvCJo_000020,"male speech, man speaking",visible,False,,False,False,False
2S-YRM0p6cc_000034,coyote howling,audible,True,True,True,True,True
2S-YRM0p6cc_000034,coyote howling,visible,True,True,True,True,True
2S-YRM0p6cc_000034,wind noise,audible,False,,,,True
2S-YRM0p6cc_000034,wind noise,visible,False,,,,False
2f7i-ndrx9g_000060,door slamming,audible,False,False,False,False,True
2f7i-ndrx9g_000060,door slamming,visible,False,False,False,False,True
2f7i-ndrx9g_000060,opening or closing drawers,audible,True,False,True,True,True
2f7i-ndrx9g_000060,opening or closing drawers,visible,True,False,True,True,True
2j9izxhyFlI_000035,"female speech, woman speaking",audible,False,,True,True,True
2j9izxhyFlI_000035,"female speech, woman speaking",visible,False,,False,False,False
2j9izxhyFlI_000035,writing on blackboard with chalk,audible,True,True,True,True,True
2j9izxhyFlI_000035,writing on blackboard with chalk,visible,True,True,True,True,True
2jKheXvnT6o_000030,cat caterwauling,audible,False,,,True,
2jKheXvnT6o_000030,cat caterwauling,visible,False,,,True,
2jKheXvnT6o_000030,cat growling,audible,False,False,True,False,True
2jKheXvnT6o_000030,cat growling,visible,False,False,True,False,True
2jKheXvnT6o_000030,cat hissing,audible,False,False,True,False,True
2jKheXvnT6o_000030,cat hissing,visible,False,False,True,False,True
2jKheXvnT6o_000030,cat meowing,audible,False,True,True,True,True
2jKheXvnT6o_000030,cat meowing,visible,False,True,True,True,True
2jKheXvnT6o_000030,cat purring,audible,True,True,True,True,True
2jKheXvnT6o_000030,cat purring,visible,True,True,True,True,True
2jKheXvnT6o_000030,"female speech, woman speaking",audible,False,,True,True,True
2jKheXvnT6o_000030,"female speech, woman speaking",visible,False,,False,False,False
2rW2I6KmWhw_000030,dog bow-wow,audible,False,True,True,False,True
2rW2I6KmWhw_000030,dog bow-wow,visible,False,True,True,False,True
2rW2I6KmWhw_000030,dog growling,audible,False,True,True,False,True
2rW2I6KmWhw_000030,dog growling,visible,False,True,True,False,True
2rW2I6KmWhw_000030,dog howling,audible,True,True,True,True,True
2rW2I6KmWhw_000030,dog howling,visible,True,True,True,True,True
2rW2I6KmWhw_000030,dog whimpering,audible,False,True,True,True,True
2rW2I6KmWhw_000030,dog whimpering,visible,False,True,True,True,True
2rW2I6KmWhw_000030,playing piano,audible,False,,True,True,True
2rW2I6KmWhw_000030,playing piano,visible,False,,False,False,False
2rciuzaEEWo_000025,"bird chirping, tweeting",audible,False,,,True,
2rciuzaEEWo_000025,"bird chirping, tweeting",visible,False,,,False,
2rciuzaEEWo_000025,chimpanzee pant-hooting,audible,True,True,True,True,True
2rciuzaEEWo_000025,chimpanzee pant-hooting,visible,True,True,True,True,True
2rciuzaEEWo_000025,chipmunk chirping,audible,False,,,,False
2rciuzaEEWo_000025,chipmunk chirping,visible,False,,,,False
2rciuzaEEWo_000025,cricket chirping,audible,False,,,True,
2rciuzaEEWo_000025,cricket chirping,visible,False,,,False,
2rciuzaEEWo_000025,wind noise,audible,False,,,,True
2rciuzaEEWo_000025,wind noise,visible,False,,,,False
2v1rSA4FqlM_000100,"male speech, man speaking",audible,False,,True,True,True
2v1rSA4FqlM_000100,"male speech, man speaking",visible,False,,False,False,False
2v1rSA4FqlM_000100,playing drum kit,audible,False,,True,,
2v1rSA4FqlM_000100,playing drum kit,visible,False,,True,,
2v1rSA4FqlM_000100,pumping water,audible,True,True,True,True,True
2v1rSA4FqlM_000100,pumping water,visible,True,True,True,True,True
2v1rSA4FqlM_000100,sloshing water,audible,False,True,True,True,True
2v1rSA4FqlM_000100,sloshing water,visible,False,True,True,True,True
2v1rSA4FqlM_000100,splashing water,audible,False,,True,True,
2v1rSA4FqlM_000100,splashing water,visible,False,,True,True,
2v1rSA4FqlM_000100,squishing water,audible,False,True,True,False,True
2v1rSA4FqlM_000100,squishing water,visible,False,True,False,False,True
3-Pvp6uiMAo_000000,"male speech, man speaking",audible,False,True,False,True,True
3-Pvp6uiMAo_000000,"male speech, man speaking",visible,False,True,False,False,True
3-Pvp6uiMAo_000000,strike lighter,audible,True,False,True,False,False
3-Pvp6uiMAo_000000,strike lighter,visible,True,False,True,False,False
3-qCp_EP-5Q_000234,"bird chirping, tweeting",audible,False,True,True,True,True
3-qCp_EP-5Q_000234,"bird chirping, tweeting",visible,False,True,True,False,True
3-qCp_EP-5Q_000234,male singing,audible,False,,,False,
3-qCp_EP-5Q_000234,male singing,visible,False,,,False,
3-qCp_EP-5Q_000234,parrot talking,audible,True,True,True,True,True
3-qCp_EP-5Q_000234,parrot talking,visible,True,True,True,True,True
3-sPbKkiYvI_000532,dog barking,audible,False,,True,True,True
3-sPbKkiYvI_000532,dog barking,visible,False,,True,True,True
3-sPbKkiYvI_000532,"male speech, man speaking",audible,False,,True,True,True
3-sPbKkiYvI_000532,"male speech, man speaking",visible,False,,False,False,False
3-sPbKkiYvI_000532,running electric fan,audible,True,True,True,True,True
3-sPbKkiYvI_000532,running electric fan,visible,True,True,True,True,True
3-sPbKkiYvI_000532,wind noise,audible,False,,,True,
3-sPbKkiYvI_000532,wind noise,visible,False,,,False,
312ti9EH4uY_000450,sea waves,audible,True,True,True,True,True
312ti9EH4uY_000450,sea waves,visible,True,True,True,True,True
312ti9EH4uY_000450,splashing water,audible,False,,True,True,
312ti9EH4uY_000450,splashing water,visible,False,,True,True,
312ti9EH4uY_000450,spraying water,audible,False,,,True,
312ti9EH4uY_000450,spraying water,visible,False,,,True,
312ti9EH4uY_000450,wind noise,audible,False,,,,True
312ti9EH4uY_000450,wind noise,visible,False,,,,False
3JZbfcbZaoM_000030,car engine idling,audible,False,,,True,
3JZbfcbZaoM_000030,car engine idling,visible,False,,,True,
3JZbfcbZaoM_000030,car engine knocking,audible,True,True,True,True,True
3JZbfcbZaoM_000030,car engine knocking,visible,True,True,True,True,True
3NvKtRbbOYU_000310,driving snowmobile,audible,True,True,True,True,True
3NvKtRbbOYU_000310,driving snowmobile,visible,True,True,True,True,True
3NvKtRbbOYU_000310,"engine accelerating, revving, vroom",audible,False,,True,True,True
3NvKtRbbOYU_000310,"engine accelerating, revving, vroom",visible,False,,True,True,True
3eaA8bsLJBA_000042,playing cornet,audible,True,True,True,True,True
3eaA8bsLJBA_000042,playing cornet,visible,True,True,True,True,True
3eaA8bsLJBA_000042,playing piano,audible,False,,True,True,True
3eaA8bsLJBA_000042,playing piano,visible,False,,False,False,False
3qtnbifHKXU_000064,playing tuning fork,audible,True,False,False,False,False
3qtnbifHKXU_000064,playing tuning fork,visible,True,True,True,True,True
4IZKViDklnM_000030,playing drum kit,audible,False,,True,True,True
4IZKViDklnM_000030,playing drum kit,visible,False,,False,False,False
4IZKViDklnM_000030,wind rustling leaves,audible,True,False,True,False,True
4IZKViDklnM_000030,wind rustling leaves,visible,True,False,True,False,True
4Wpbc5bL4ws_000068,eletric blender running,audible,True,False,False,False,False
4Wpbc5bL4ws_000068,eletric blender running,visible,True,False,False,False,True
4Wpbc5bL4ws_000068,people slapping,audible,False,,,True,
4Wpbc5bL4ws_000068,people slapping,visible,False,,,True,
4Wpbc5bL4ws_000068,wind noise,audible,False,,True,,
4Wpbc5bL4ws_000068,wind noise,visible,False,,False,,
4kkrLlD_7sg_000018,"male speech, man speaking",audible,False,,True,True,True
4kkrLlD_7sg_000018,"male speech, man speaking",visible,False,,True,False,False
4kkrLlD_7sg_000018,playing bugle,audible,True,True,True,True,True
4kkrLlD_7sg_000018,playing bugle,visible,True,False,False,True,True
4p8n4Zf-WMM_000190,cricket chirping,audible,False,,True,True,
4p8n4Zf-WMM_000190,cricket chirping,visible,False,,False,False,
4p8n4Zf-WMM_000190,fireworks banging,audible,False,,,True,
4p8n4Zf-WMM_000190,fireworks banging,visible,False,,,True,
4p8n4Zf-WMM_000190,lighting firecrackers,audible,True,True,True,False,True
4p8n4Zf-WMM_000190,lighting firecrackers,visible,True,True,True,False,True
4p8n4Zf-WMM_000190,people cheering,audible,False,,True,True,
4p8n4Zf-WMM_000190,people cheering,visible,False,,False,False,
4p8n4Zf-WMM_000190,wind noise,audible,False,,,True,
4p8n4Zf-WMM_000190,wind noise,visible,False,,,False,
4tOFGK47I5E_000005,"bird chirping, tweeting",audible,False,,,True,
4tOFGK47I5E_000005,"bird chirping, tweeting",visible,False,,,False,
4tOFGK47I5E_000005,cattle mooing,audible,False,,,True,
4tOFGK47I5E_000005,cattle mooing,visible,False,,,True,
4tOFGK47I5E_000005,cow lowing,audible,True,True,True,True,True
4tOFGK47I5E_000005,cow lowing,visible,True,True,True,True,True
5-FHy1Q61n8_000114,dog barking,audible,False,,True,True,
5-FHy1Q61n8_000114,dog barking,visible,False,,True,True,
5-FHy1Q61n8_000114,dog baying,audible,True,True,True,True,True
5-FHy1Q61n8_000114,dog baying,visible,True,True,True,True,True
5-FHy1Q61n8_000114,dog bow-wow,audible,False,True,True,True,True
5-FHy1Q61n8_000114,dog bow-wow,visible,False,True,True,True,True
5-FHy1Q61n8_000114,dog growling,audible,False,True,True,False,True
5-FHy1Q61n8_000114,dog growling,visible,False,True,True,False,True
5-FHy1Q61n8_000114,dog howling,audible,False,,True,,
5-FHy1Q61n8_000114,dog howling,visible,False,,True,,
5-FHy1Q61n8_000114,dog whimpering,audible,False,True,True,True,True
5-FHy1Q61n8_000114,dog whimpering,visible,False,True,True,True,True
53KoRxxr1jc_000030,"female speech, woman speaking",audible,False,,True,True,True
53KoRxxr1jc_000030,"female speech, woman speaking",visible,False,,False,False,True
53KoRxxr1jc_000030,goat bleating,audible,True,False,True,False,True
53KoRxxr1jc_000030,goat bleating,visible,True,False,True,False,True
53KoRxxr1jc_000030,"male speech, man speaking",audible,False,,True,True,True
53KoRxxr1jc_000030,"male speech, man speaking",visible,False,,True,True,True
53KoRxxr1jc_000030,people coughing,audible,False,,True,True,
53KoRxxr1jc_000030,people coughing,visible,False,,False,False,
53KoRxxr1jc_000030,sheep bleating,audible,False,True,,True,
53KoRxxr1jc_000030,sheep bleating,visible,False,True,,True,
56_BCN7x6F8_000030,fire crackling,audible,False,,,,False
56_BCN7x6F8_000030,fire crackling,visible,False,,,,True
56_BCN7x6F8_000030,playing didgeridoo,audible,True,True,True,True,True
56_BCN7x6F8_000030,playing didgeridoo,visible,True,True,True,True,True
5JaMY3ZmbXM_000188,tractor digging,audible,True,True,True,True,True
5JaMY3ZmbXM_000188,tractor digging,visible,True,True,True,True,True
5NyjOIjRKKM_000018,dog barking,audible,False,True,True,True,True
5NyjOIjRKKM_000018,dog barking,visible,False,True,True,True,True
5NyjOIjRKKM_000018,dog baying,audible,False,False,True,False,True
5NyjOIjRKKM_000018,dog baying,visible,False,False,True,False,True
5NyjOIjRKKM_000018,dog bow-wow,audible,True,True,True,True,True
5NyjOIjRKKM_000018,dog bow-wow,visible,True,True,True,True,True
5NyjOIjRKKM_000018,dog growling,audible,False,True,True,False,True
5NyjOIjRKKM_000018,dog growling,visible,False,True,True,False,True
5NyjOIjRKKM_000018,dog whimpering,audible,False,False,True,False,True
5NyjOIjRKKM_000018,dog whimpering,visible,False,False,True,False,True
5NyjOIjRKKM_000018,orchestra,audible,False,,,,True
5NyjOIjRKKM_000018,orchestra,visible,False,,,,False
5NyjOIjRKKM_000018,playing drum kit,audible,False,,True,True,
