video_id,label,modality,background_music,static_image,voice_over
-Gr9P8Abnlk_000110,"male speech, man speaking",AV,False,False,False
-Gr9P8Abnlk_000110,sliding door,A,False,False,False
-Gr9P8Abnlk_000110,toilet flushing,A,False,False,False
-HAoExLVs6Q_000380,people crowd,AV,False,False,False
-HAoExLVs6Q_000380,"railroad car, train wagon",AV,False,False,False
-HAoExLVs6Q_000380,train horning,AV,False,False,False
-HAoExLVs6Q_000380,train wheels squealing,AV,False,False,False
-HAoExLVs6Q_000380,train whistling,AV,False,False,False
-HMEhGV38GM_000216,male singing,AV,False,False,False
-HMEhGV38GM_000216,"male speech, man speaking",AV,False,False,False
-HMEhGV38GM_000216,playing bongo,AV,False,False,False
-HMEhGV38GM_000216,playing congas,AV,False,False,False
-Hwec_jA5bI_000044,plastic bottle crushing,AV,False,False,False
-Hwec_jA5bI_000044,splashing water,AV,False,False,False
-I3nR4HZK-E_000072,people eating,AV,False,False,False
-I3nR4HZK-E_000072,people eating crisps,AV,False,False,False
-IKnJa9U66I_000150,"female speech, woman speaking",A,False,False,False
-IKnJa9U66I_000150,using sewing machines,AV,False,False,False
-Igq1W20Gi8_000000,"male speech, man speaking",AV,False,False,False
-Igq1W20Gi8_000000,people whistling,AV,False,False,False
-Ii-kc3ufho_000106,"male speech, man speaking",A,False,True,True
-JBH9j7-h8U_000030,bird squawking,AV,False,False,False
-JBH9j7-h8U_000030,cap gun shooting,AV,False,False,False
-JBH9j7-h8U_000030,goose honking,AV,False,False,False
-JGpAlLrSD0_000458,train wheels squealing,AV,False,False,False
-JGpAlLrSD0_000458,train whistling,AV,False,False,False
-JJmkQYZA-4_000020,chicken crowing,AV,False,False,True
-JJmkQYZA-4_000020,playing bass drum,A,False,False,True
-JUhUI_KvUI_000026,gibbon howling,AV,False,False,False
-JUhUI_KvUI_000026,parrot talking,A,False,False,False
-JUhUI_KvUI_000026,people burping,V,False,False,False
-JzMCtGCh4o_000000,frog croaking,AV,False,False,False
-JzMCtGCh4o_000000,parrot talking,AV,False,False,False
-JzMCtGCh4o_000000,people sneezing,V,False,False,False
-K1BRF6qng8_000030,female singing,AV,False,False,False
-K1BRF6qng8_000030,vacuum cleaner cleaning floors,A,False,False,False
-KBH8YmHR-0_000050,chipmunk chirping,AV,False,False,True
-KBH8YmHR-0_000050,"male speech, man speaking",A,False,False,True
-KBH8YmHR-0_000050,snake hissing,AV,False,False,True
-KBH8YmHR-0_000050,snake rattling,AV,False,False,True
-KTabIWnPSg_000021,playing bass drum,A,False,False,False
-KTabIWnPSg_000021,rapping,AV,False,False,False
-KqXcm-I2zY_000087,"male speech, man speaking",A,False,False,False
-KqXcm-I2zY_000087,playing tennis,AV,False,False,False
-KqXcm-I2zY_000162,playing tennis,AV,False,False,False
-KqXcm-I2zY_000162,wind rustling leaves,A,False,False,False
-Lv13WPa4xk_000170,airplane,AV,False,False,False
-Lv13WPa4xk_000170,airplane flyby,AV,False,False,False
-Lv13WPa4xk_000170,"male speech, man speaking",A,False,False,False
-Lv13WPa4xk_000170,wind noise,A,False,False,False
-LxtesAXWIU_000032,cricket chirping,A,False,True,False
-LxtesAXWIU_000032,sea waves,A,False,True,False
-LxtesAXWIU_000042,cricket chirping,A,False,True,False
-LxtesAXWIU_000042,sea waves,A,False,True,False
-M7ZNV6gLo0_000310,bird squawking,A,False,False,False
-M7ZNV6gLo0_000310,"female speech, woman speaking",AV,False,False,False
-MIwX2AaUas_000158,chopping food,AV,False,False,False
-MIwX2AaUas_000158,"male speech, man speaking",A,False,False,False
-N00SskHxS4_000529,"male speech, man speaking",AV,False,False,False
-N00SskHxS4_000529,playing bugle,AV,False,False,False
-NCa3eFLULw_000221,"child speech, kid speaking",A,False,False,False
-NCa3eFLULw_000221,dinosaurs bellowing,AV,False,False,False
-NCa3eFLULw_000221,"female speech, woman speaking",A,False,False,False
-NCa3eFLULw_000221,people crowd,A,False,False,False
-NQl3o-CGwY_000098,elk bugling,AV,False,False,False
-NRx0SBMjo0_000024,pumping water,AV,False,False,False
-NRx0SBMjo0_000024,splashing water,AV,False,False,False
-NRx0SBMjo0_000024,spraying water,AV,False,False,False
-NwBdmVSg1w_000000,cat hissing,AV,False,True,False
-O4W3NA5-uA_000150,"male speech, man speaking",A,False,False,False
-O4W3NA5-uA_000150,people crowd,A,False,False,False
-O4W3NA5-uA_000150,people shuffling,AV,False,False,False
-O4W3NA5-uA_000150,"pigeon, dove cooing",A,False,False,False
-O4W3NA5-uA_000150,playing tennis,AV,False,False,False
-O4W3NA5-uA_000150,wind rustling leaves,A,False,False,False
-OAyRsvFGgc_000030,playing electric guitar,AV,False,False,False
-OEJFMpQ-ko_000159,"child speech, kid speaking",AV,False,False,False
-OEJFMpQ-ko_000159,playing darts,AV,False,False,False
-OJzsMV1G1A_000061,chainsawing trees,AV,False,False,False
-OJzsMV1G1A_000061,"engine accelerating, revving, vroom",AV,False,False,False
-OVb-UG8yJw_000030,airplane,AV,False,False,False
-OVb-UG8yJw_000030,airplane flyby,AV,False,False,False
-OxoxrlzLXA_000045,"male speech, man speaking",A,False,False,False
-OxoxrlzLXA_000045,people screaming,AV,False,False,False
-OxoxrlzLXA_000045,roller coaster running,AV,False,False,False
-PvlrLjIAYo_000009,"bird chirping, tweeting",AV,False,False,False
-PvlrLjIAYo_000009,bird squawking,AV,False,False,False
-PyXfNxnHKs_000110,"child speech, kid speaking",A,False,False,False
-PyXfNxnHKs_000110,"female speech, woman speaking",A,False,False,False
-PyXfNxnHKs_000110,"male speech, man speaking",A,False,False,False
-PyXfNxnHKs_000110,owl hooting,A,False,False,False
-Q3MX7Tgx_E_000111,cat hissing,AV,False,False,False
-QsPqh8Kyrc_000170,"male speech, man speaking",AV,False,False,False
-QsPqh8Kyrc_000170,people cheering,AV,False,False,False
-QsPqh8Kyrc_000170,people crowd,AV,False,False,False
-QsPqh8Kyrc_000170,people running,AV,False,False,False
-QsPqh8Kyrc_000170,people screaming,A,False,False,False
-QsPqh8Kyrc_000170,people sniggering,A,False,False,False
-QsPqh8Kyrc_000170,skidding,AV,False,False,False
-RBs9pPhHY8_000030,ambulance siren,AV,False,False,False
-RO4IF8Qv3c_000369,"male speech, man speaking",A,False,False,False
-RO4IF8Qv3c_000369,playing darts,V,False,False,False
-RUIfdLiXdk_000045,singing bowl,A,False,False,False
-S-TDT5oq0Q_000290,cattle mooing,AV,False,False,False
-S-TDT5oq0Q_000290,"male speech, man speaking",A,False,False,False
-Sd-j0rKeKw_000030,"female speech, woman speaking",AV,False,False,False
-Sd-j0rKeKw_000030,people sniggering,A,False,False,False
-Sd-j0rKeKw_000030,people sobbing,AV,False,False,False
-T2MO0xBNwM_000026,"male speech, man speaking",A,False,False,True
-T2MO0xBNwM_000026,"motorboat, speedboat acceleration",AV,False,False,True
-T8L4SVm3u0_000001,footsteps on snow,A,False,True,False
-T8L4SVm3u0_000001,ice cracking,A,False,True,False
-T8zbMNxdcw_000207,"child speech, kid speaking",A,False,False,False
-T8zbMNxdcw_000207,"female speech, woman speaking",AV,False,False,False
-T8zbMNxdcw_000207,splashing water,AV,False,False,False
-Tok_g_jgE0_000268,"male speech, man speaking",AV,False,False,False
-Tok_g_jgE0_000268,rope skipping,AV,False,False,False
-UKH_6moRZc_000180,baby babbling,AV,False,False,True
-UKH_6moRZc_000180,"child speech, kid speaking",A,False,False,True
-UKH_6moRZc_000180,"male speech, man speaking",AV,False,False,True
-UKH_6moRZc_000180,people babbling,AV,False,False,True
-UKH_6moRZc_000180,toilet flushing,AV,False,False,True
-USpijVx_aI_000200,"bird chirping, tweeting",AV,False,False,True
-USpijVx_aI_000200,"male speech, man speaking",AV,False,False,True
-USpijVx_aI_000200,wind noise,A,False,False,True
-V9U5F14AVY_000040,"male speech, man speaking",A,False,False,True
-V9U5F14AVY_000040,pumping water,AV,False,False,True
-V9U5F14AVY_000040,waterfall burbling,AV,False,False,True
-VLOm8cJZRI_000070,eating with cutlery,AV,False,False,False
-VLOm8cJZRI_000070,people eating,AV,False,False,False
-W3WpZvJX2o_000027,lathe spinning,AV,False,False,False
-WVmsxGujF0_000052,"female speech, woman speaking",AV,False,False,False
-WVmsxGujF0_000052,"male speech, man speaking",AV,False,False,False
-WVmsxGujF0_000052,people giggling,AV,False,False,False
-WVmsxGujF0_000052,sloshing water,AV,False,False,False
-WVmsxGujF0_000052,spraying water,AV,False,False,False
-WVmsxGujF0_000052,stream burbling,AV,False,False,False
-Wsuo4VDwfE_000030,chopping wood,AV,False,False,False
-Wsuo4VDwfE_000030,wind rustling leaves,A,False,False,False
-Y-UegG9tLw_000282,orchestra,AV,False,False,False
-Y-UegG9tLw_000282,playing cornet,AV,False,False,False
-Y-UegG9tLw_000282,playing trumpet,AV,False,False,False
-Y8sJDoL1YA_000015,alarm clock ringing,AV,False,False,False
-Y8sJDoL1YA_000015,playing gong,A,False,False,False
-Y8sJDoL1YA_000015,reversing beeps,A,False,False,False
-YfaQljuwwA_000030,horse clip-clop,AV,False,False,False
-YwPSwhe2jo_000030,tap dancing,AV,False,False,True
-ZFNLu4HclQ_000000,chicken crowing,A,False,False,True
-ZFNLu4HclQ_000000,"male speech, man speaking",A,False,False,True
-ZSgg6jFUd8_000688,lip smacking,AV,False,False,False
-ZSgg6jFUd8_000688,people eating,AV,False,False,False
-ZSgg6jFUd8_000688,people eating crisps,AV,False,False,False
-ZSgg6jFUd8_000688,people slurping,A,False,False,False
-Zl_ZkDmZHE_000000,playing flute,AV,False,False,False
-_QPd-VskKY_000030,"male speech, man speaking",A,False,False,False
-_QPd-VskKY_000030,mouse pattering,V,False,False,False
-_umX4zgLVY_000028,lions growling,AV,False,False,False
-_umX4zgLVY_000028,lions roaring,A,False,False,False
-_yRmyG71Z0_000036,"bird chirping, tweeting",A,False,False,False
-_yRmyG71Z0_000036,bird squawking,AV,False,False,False
-_yRmyG71Z0_000036,wind noise,A,False,False,False
-_yRmyG71Z0_000036,woodpecker pecking tree,V,False,False,False
-aK9JKAGme0_000041,"bird chirping, tweeting",A,False,False,False
-aK9JKAGme0_000041,cheetah chirrup,AV,False,False,False
-aK9JKAGme0_000041,"female speech, woman speaking",A,False,False,False
-aK9JKAGme0_000041,"male speech, man speaking",A,False,False,False
-aK9JKAGme0_000041,wind noise,A,False,False,False
-aK9JKAGme0_000051,"bird chirping, tweeting",A,False,False,False
-aK9JKAGme0_000051,car engine idling,AV,False,False,False
-aK9JKAGme0_000051,cheetah chirrup,AV,False,False,False
-aOxR6ILsw8_000000,car engine starting,AV,False,False,False
-aOxR6ILsw8_000000,"race car, auto racing",V,False,False,False
-aUJLRXkj-Y_000118,"child speech, kid speaking",AV,False,True,True
-aUJLRXkj-Y_000118,children shouting,AV,False,True,True
-aUJLRXkj-Y_000118,"female speech, woman speaking",AV,False,True,True
-aXWYfAdovc_000230,"bee, wasp, etc. buzzing",AV,False,False,True
-aXWYfAdovc_000230,wind rustling leaves,A,False,False,True
-b42018ceoE_000078,"male speech, man speaking",AV,False,False,False
-b42018ceoE_000078,striking pool,AV,False,False,False
-c6baaENcjA_000204,sea lion barking,AV,False,False,False
-c6baaENcjA_000204,sea waves,AV,False,False,False
-c6baaENcjA_000204,sloshing water,AV,False,False,False
-c6baaENcjA_000204,splashing water,AV,False,False,False
-cA9HsnV1ao_000030,hair dryer drying,A,False,True,False
-cm0voL_GRM_000322,cell phone buzzing,AV,False,False,False
-cm0voL_GRM_000322,"male speech, man speaking",AV,False,False,False
-crF-0Z7l3o_000447,playing bassoon,AV,False,False,False
-crF-0Z7l3o_000447,playing trombone,AV,False,False,False
-ct58kOlLfs_000030,"motorboat, speedboat acceleration",AV,False,False,False
-d1KR2BSfHM_000065,splashing water,AV,False,False,False
-d1KR2BSfHM_000065,squishing water,AV,False,False,False
-dRucPKqTFc_000007,"male speech, man speaking",AV,False,False,False
-dRucPKqTFc_000007,playing synthesizer,A,False,False,False
-e4wXAy1iVo_000000,child singing,AV,False,False,False
-e4wXAy1iVo_000000,female singing,AV,False,False,False
-e4wXAy1iVo_000000,playing ukulele,AV,False,False,False
-fAGzY9rnaA_000030,bird squawking,AV,False,False,True
-fAGzY9rnaA_000030,crow cawing,AV,False,False,True
-fAGzY9rnaA_000030,"female speech, woman speaking",A,False,False,True
-fAVezaAX18_000126,playing bass drum,AV,False,False,False
-fAVezaAX18_000126,playing cymbal,AV,False,False,False
-fAVezaAX18_000126,playing double bass,AV,False,False,False
-fAVezaAX18_000126,playing drum kit,AV,False,False,False
-fAVezaAX18_000126,playing snare drum,AV,False,False,False
-fJsZm3YRc0_000030,reversing beeps,A,False,False,False
-fJsZm3YRc0_000030,tractor digging,A,False,False,False
-fP3n8D3sD4_000020,hair dryer drying,AV,False,False,False
-fPdOa99Iwg_000030,baby laughter,AV,False,False,False
-fPdOa99Iwg_000030,"male speech, man speaking",A,False,False,False
-fPdOa99Iwg_000030,people belly laughing,AV,False,False,False
-fPdOa99Iwg_000030,people giggling,AV,False,False,False
-fTfRh0_RQ4_000030,car passing by,AV,False,False,False
-fTfRh0_RQ4_000030,"engine accelerating, revving, vroom",AV,False,False,False
-fTfRh0_RQ4_000030,"race car, auto racing",AV,False,False,False
-fmmdkXn5YA_000210,bird squawking,AV,False,False,False
-fmmdkXn5YA_000210,"child speech, kid speaking",AV,False,False,False
-fmmdkXn5YA_000210,crow cawing,AV,False,False,False
-fmmdkXn5YA_000210,"female speech, woman speaking",AV,False,False,False
-fmmdkXn5YA_000210,"male speech, man speaking",AV,False,False,False
-fmmdkXn5YA_000210,people crowd,AV,False,False,False
-fz6omiAhZ8_000040,"male speech, man speaking",AV,False,False,False
-fz6omiAhZ8_000040,"vehicle horn, car horn, honking",A,False,False,False
-g-GjgEq8l4_000017,male singing,AV,False,False,False
-g-GjgEq8l4_000017,yodelling,AV,False,False,False
-gAzofSmRiY_000021,"male speech, man speaking",AV,False,False,True
-gAzofSmRiY_000021,people eating crisps,A,False,False,True
-gAzofSmRiY_000021,people giggling,AV,False,False,True
-gCqnkIUmp0_000140,"child speech, kid speaking",A,False,False,False
-gCqnkIUmp0_000140,"female speech, woman speaking",AV,False,False,False
-gSfPQqi6nI_000030,cat meowing,AV,False,False,False
-gYMAfoDgu0_000705,car engine knocking,A,False,False,False
-gYMAfoDgu0_000705,car passing by,AV,False,False,False
-gYMAfoDgu0_000705,"engine accelerating, revving, vroom",AV,False,False,False
-gYMAfoDgu0_000705,people crowd,AV,False,False,False
-gYMAfoDgu0_000705,"race car, auto racing",AV,False,False,False
-gYMAfoDgu0_000705,wind noise,A,False,False,False
-galdW8VGEQ_000143,"male speech, man speaking",AV,False,False,False
-galdW8VGEQ_000143,snake rattling,A,False,False,False
-gz_moHFwl4_000016,"bird chirping, tweeting",A,False,False,True
-gz_moHFwl4_000016,horse clip-clop,AV,False,False,True
-gz_moHFwl4_000016,horse neighing,AV,False,False,True
-gz_moHFwl4_000016,"male speech, man speaking",AV,False,False,True
-hA3ZkfDz30_000500,hair dryer drying,AV,False,False,True
-hA3ZkfDz30_000500,"male speech, man speaking",AV,False,False,True
-hA3ZkfDz30_000500,wind noise,AV,False,False,True
-hJ1YTZ5AGI_000030,"female speech, woman speaking",A,False,False,False
-hJ1YTZ5AGI_000030,male singing,A,False,False,False
-hJ1YTZ5AGI_000030,"male speech, man speaking",AV,False,False,False
-hJ1YTZ5AGI_000030,people belly laughing,AV,False,False,False
-hJ1YTZ5AGI_000030,people sniggering,AV,False,False,False
-hSwZyPPJTc_000075,"bird chirping, tweeting",AV,False,False,False
-hSwZyPPJTc_000075,dog howling,AV,False,False,False
-hSwZyPPJTc_000075,dog whimpering,AV,False,False,False
-hYRFCQdbLg_000030,car passing by,V,False,False,False
-hYRFCQdbLg_000030,playing piano,A,False,False,False
-hYRFCQdbLg_000030,playing steelpan,AV,False,False,False
-hb5BJ9xxBQ_000062,bowling impact,AV,False,False,False
-hb5BJ9xxBQ_000062,"female speech, woman speaking",A,False,False,False
-hb5BJ9xxBQ_000062,"male speech, man speaking",AV,False,False,False
-hb5BJ9xxBQ_000062,people cheering,A,False,False,False
-hedbpc8T0E_000030,baby babbling,AV,False,False,False
-hedbpc8T0E_000030,"female speech, woman speaking",A,False,False,False
-hedbpc8T0E_000030,people babbling,AV,False,False,False
-hedbpc8T0E_000030,people giggling,A,False,False,False
-hfAbHHlj44_000030,people battle cry,A,False,False,False
-hfAbHHlj44_000030,people cheering,A,False,False,False
-hn5Sfg7kX0_000000,ferret dooking,AV,False,False,False
-hn5Sfg7kX0_000000,ripping paper,A,False,False,False
-hss7xpzIVc_000030,male singing,AV,False,False,False
-hss7xpzIVc_000030,"male speech, man speaking",A,False,False,False
-iF4a6f5PJ8_000000,"bird chirping, tweeting",A,False,False,False
-iF4a6f5PJ8_000000,bird wings flapping,AV,False,False,False
-iF4a6f5PJ8_000000,pheasant crowing,AV,False,False,False
